token_id,category,mu_0,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23
10,punct,-0.006762418,0.041881837,-0.010097663,-0.004890063,-0.007965938,0.020858832,0.011769448,-0.010111485,9.582844e-06,-0.0012133993,0.007540686,-0.006842889,0.009729926,0.022726735,0.001799556,-0.028007083,0.028175656,-0.006182327,-0.032305192,-0.011788862,-0.04741802,-0.0036299496,-0.0095694335,-0.001283558
11,punct,-0.04250571,-0.46110046,0.011600869,0.03386657,0.075793624,0.10419699,0.08494347,-0.2819085,-0.04563248,0.7625879,0.35042045,0.08361274,-0.14468789,0.328111,-0.035037965,-0.07198606,-0.13038184,-0.29606712,0.22521941,0.78683996,-0.084371686,0.039454285,0.07476539,0.27476263
12,punct,-0.14973281,0.10424728,0.41159347,0.017164424,-0.18002932,0.18678306,-0.18865742,0.11126761,-0.18068357,0.022389233,0.33602723,-0.21776837,-0.045346886,0.5187529,0.5585393,-0.053485125,-0.04441043,-0.21541612,0.13136016,0.061697304,0.051814165,-0.04343709,-0.08031802,1.1206731
13,punct,0.1618854,0.11542789,0.08443062,0.07637435,0.0995062,0.07936175,-0.27629614,-0.06593038,0.28358126,0.35188374,-0.29593104,-0.112342045,0.17681268,0.068868674,0.23611358,-0.08298428,-0.28988454,-0.49591535,0.15314604,0.42817834,0.5168038,-0.26548895,0.61542326,0.13123146
14,punct,-0.0035293137,0.0042178347,-0.006602844,-0.008669594,0.016045291,-0.025421295,0.0064054215,0.009537161,-0.0019131425,-0.007074778,-0.008968762,-0.0059942696,-0.0057468773,-0.0060291225,-0.011395421,0.003696589,0.0070443866,-0.0077794907,-0.019110644,-0.009738628,0.02307206,-0.02511624,-0.025209738,-0.0001644111
15,digit,0.27628148,-0.38213867,-0.051555198,-0.018680537,-0.23035587,-0.006430237,0.2777653,-0.080423556,0.44218484,-0.0008726009,-0.5687468,-0.083817035,-0.054957595,0.5007464,0.6649307,0.49269748,-0.47521198,-0.11991181,0.64996314,0.36882076,0.49033728,-0.34756702,-0.43437287,0.07075492
16,digit,0.3298059,-0.048520587,0.03841495,-0.052028943,0.29542354,0.020071216,-0.11406166,0.069072776,-0.09827932,0.22670816,-0.105232656,-0.17397387,0.24530615,0.19083372,0.6129938,0.40800157,-0.10698388,0.23296277,0.5060637,0.16798761,0.5015406,-0.5172592,-0.43607855,-0.23504755
17,digit,0.20493588,-0.17961764,-0.10071054,-0.13851058,-0.0479132,0.19795966,-0.32242745,0.13669345,-0.008987785,0.4865871,0.01909077,-0.16949515,0.16550045,-0.08378385,0.69091994,0.67128354,0.23886849,-0.10214444,0.36912498,0.15061936,0.59165806,-0.27525806,-0.22132874,-0.018289339
18,digit,0.45473677,-0.41872638,0.1324784,0.24357136,-0.34803,-0.25771284,0.014732437,-0.111340754,0.046872698,0.40557915,-0.106155634,0.07704836,0.089258425,0.18873076,0.7231355,0.49050182,-0.04543692,-0.10857689,0.34644425,0.25498784,0.69194853,-0.49386498,-0.3348345,0.08759537
19,digit,0.160423,-0.27656326,0.06961919,0.3084512,-0.1569447,0.017150369,-0.08324802,-0.46181574,0.21835347,0.48441398,-0.23112538,-0.074544266,0.23821738,0.4219238,0.44058657,0.46419814,-0.05436467,-0.43763903,0.6496656,0.23761271,0.77052456,0.07191385,-0.5928778,0.20401968
20,digit,0.10947324,-0.2852198,0.09015189,-0.05479741,-0.16284871,-0.1948964,0.28611904,-0.30761534,0.15186523,0.20664032,-0.3075629,0.103144035,0.14320947,0.30352077,0.5675996,0.56108046,-0.22465949,0.18008333,0.45902964,0.13468245,0.6905495,-0.26275563,-0.18888694,-0.37620717
21,digit,0.34343958,-0.2835935,0.2461598,-0.05572466,0.09711276,-0.006570027,0.10071636,-0.29502574,0.010563702,0.3066722,-0.15761171,0.12800707,0.12302492,0.26631877,0.5096924,0.27924612,-0.27529928,-0.3071539,0.35596526,0.33051062,0.45957443,-0.3905424,-0.036104966,0.2179247
22,digit,-0.109106764,-0.2559206,0.21702915,-0.15566416,-0.26585472,-0.26822066,0.26198253,-0.40758935,0.43579718,0.30029902,-0.44828716,-0.071628824,0.31229874,0.42995557,0.5798001,0.6520744,-0.15213956,0.4619666,0.3279523,0.04184215,0.1719281,-0.4771779,-0.35766026,-0.029095378
23,digit,0.46922067,-0.2639082,0.29323402,-0.40549088,0.03364743,0.12358321,0.08691417,0.005291935,0.13556565,0.3051533,-0.49442714,-0.09180964,0.10023924,0.52285606,0.5037718,0.14402406,-0.006621191,-0.28934243,0.3283727,0.3719693,0.84706163,-0.56919396,-0.41997886,-0.107831605
24,digit,0.402214,-0.11647822,0.19188264,0.013070382,0.021898521,-0.122977786,0.117100574,-0.1336855,0.31101027,0.19042546,-0.4918638,-0.1243219,-0.27939838,0.29884607,0.5537005,0.04999398,-0.17361613,-0.2983182,0.43153,0.56667787,0.47948653,-0.2710142,-0.11915404,0.18358795
25,punct,0.026724767,0.01400111,-0.013860737,0.028692665,0.009877958,0.019264052,-0.021685136,-0.01214377,0.03194349,0.009116669,-0.02285334,0.007825062,0.008860543,0.020308329,-0.022361351,0.031174872,0.011027922,0.0034944664,0.009316442,-0.0019423447,0.012261796,0.026541062,0.0032726936,-0.006917963
26,punct,-0.005440817,0.006988679,0.050984733,0.017628713,0.008796913,-0.0063736048,-0.0070028948,0.018970331,0.003430373,0.032067154,-0.030455565,-0.0031651817,-0.009165369,-0.007102941,0.008769831,0.018401766,-0.027441617,-0.019425754,-0.037028454,0.01768924,0.023217937,-0.03571025,0.0077001643,0.0022593597
27,punct,-0.011783617,-0.0054191924,-0.019281212,-0.038523138,-0.00013563046,-0.004194574,-0.016074048,0.011078368,0.006628105,0.011973498,0.008772832,0.009657249,0.015708331,0.027941229,0.033626676,0.00080329855,0.0005933836,0.009288907,0.0010515656,-0.0044430383,0.023357615,0.02671104,0.027677769,-0.011995402
28,punct,0.007838346,-0.027124427,0.0085892165,-0.007991946,0.004452536,-0.0011633133,-0.02144407,-0.0024012688,0.008708329,-0.029300405,-0.0037433149,0.0058377027,0.008194521,0.0028450978,0.02255451,-0.02913802,0.01606981,-0.018894693,0.019556807,-0.0020365564,0.03675804,-0.00292957,0.0015072814,-0.010118005
29,punct,1.0435923,-0.30392194,-0.6566032,-0.31129527,-0.21237832,0.3099675,0.015732413,-0.15276775,0.52793664,-0.03562787,0.27765492,0.2628183,-0.120511755,0.046694443,0.21992214,0.5680966,0.27954412,0.35714832,0.18327026,0.5691399,0.33348024,-0.33876562,-0.17112349,0.20027523
30,punct,0.008114959,-0.006431622,0.013372329,0.008391275,0.01923635,0.0062248795,0.011081444,0.0064566545,0.0109897675,0.0013217157,0.045414764,0.019327989,-0.03017748,-0.0029603257,0.02069442,0.024231248,0.007854568,-0.0076040505,-0.019332012,-0.013500572,0.009063811,0.0073837684,0.0148750935,0.045935158
31,punct,0.0050074626,-0.013331948,0.033575445,0.009022641,0.00971252,-0.009804501,-0.034823496,0.010620843,-0.0010826016,0.02603227,-0.028385157,0.009836122,0.015582581,-0.013650204,-0.02093048,-0.026418911,0.01108378,-0.036003403,-0.02120296,-0.010173791,0.00012886876,-0.03705401,0.018549476,0.00022021371
32,letter,0.24388221,-0.25223017,0.13190486,0.3080528,-0.1661332,0.031461056,-0.6441943,0.2726836,-0.02504011,0.3966965,0.28711417,-0.24571161,0.19615258,-0.20668605,0.5215208,0.40899104,-0.07877133,-0.16059855,0.5637349,0.10373526,0.7843531,-0.48688242,0.15172,0.07194565
33,letter,0.020484528,-0.14309928,0.04711062,-0.06444278,-0.11515521,0.3534502,-0.408461,0.19162934,0.13426423,0.8364705,-0.03403375,0.008303574,0.14208846,-0.12040788,0.5888211,0.2528715,0.08761099,-0.051921584,0.69308966,-0.2087793,0.19998066,0.00340719,-0.13477062,0.023303097
34,letter,-0.042765856,-0.120409265,-0.12965308,-0.007628489,-0.13722897,-0.07634297,-0.20302574,0.43816322,0.29520136,1.0565102,-0.5432138,-0.21604252,0.20619978,-0.5273829,0.93338794,0.3042734,0.18147916,-0.2273091,0.32352555,0.13829286,0.39240402,-0.14315633,0.469284,-0.48273543
35,letter,0.0032547507,0.011269054,-0.12521726,0.40363792,-0.09012481,0.109064415,-0.41958675,0.27596122,-0.55607945,0.7021848,0.11705618,-0.37208205,0.1798881,-0.4193391,0.8287934,0.28647652,-0.064400814,0.63893175,0.5271035,-0.26833484,0.21193132,-0.04969237,0.14572702,-0.12706515
36,letter,-0.11740502,-0.14380328,0.18287514,0.16744462,-0.39529464,0.33082193,-0.3009719,-0.23360014,-0.46926874,0.47049412,-0.09481914,0.069286615,0.07408573,0.26774213,0.4047588,0.5813486,0.007723993,-0.30747688,0.61543715,0.044982232,0.8499691,-0.65456253,0.1506277,0.10032475
37,letter,0.37366843,-0.184687,0.25721392,0.01999061,-0.2279628,0.5673411,-0.3761264,0.15156342,-0.31622916,0.7115489,0.18020351,-0.13722365,0.1590767,0.086649746,0.775641,0.37239787,0.008228236,-0.17892742,0.52140766,0.08171113,0.15673915,-0.099983044,0.0419822,-0.55070174
38,letter,0.27557823,-0.077746354,0.46307868,0.19524196,0.84567964,0.39010027,-0.1986426,-0.30355597,0.6498247,0.32662615,0.4009651,-0.0359933,0.2906667,0.20584777,0.43352062,0.06696598,0.024148555,-0.38968897,0.5948894,-0.42455298,-0.19918649,-0.4152557,-0.5497702,-0.26119158
39,letter,-0.21281198,0.15725693,-0.014269799,0.5811528,0.016010903,0.27502525,-0.9480104,0.067972675,0.31184635,0.13275176,0.14104402,-0.40334037,-0.14202516,0.26779035,0.32764572,0.66781765,0.006891546,-0.35471696,0.39130047,0.31487426,0.17678255,-0.6417662,0.122996226,0.7776201
40,letter,0.068481244,0.07686173,0.049003612,-0.104065955,-0.20320223,-0.2860445,-0.16688815,0.1872147,-0.20099556,0.54264414,0.14770526,-0.2741978,0.3687536,-0.3960313,0.18023229,0.5096505,0.35671455,-0.11523433,0.09588385,0.15858033,1.0887467,-0.52820194,-0.17485064,0.03869981
41,letter,-0.00023202813,0.16432896,-0.10599824,0.24623843,-0.116534695,0.42497423,-0.24430464,0.11410692,0.17139299,0.43845254,0.069505244,-0.28251526,0.26044804,-0.05987901,0.15921342,0.21885037,0.5256603,0.0020170887,0.37373295,0.17645302,-0.21360439,-0.059145197,-0.23496152,-0.13680407
42,letter,-0.15017232,-0.09319445,-0.013563033,-0.090482414,-0.20995875,-0.29671693,-0.4673641,0.053671867,0.15433347,0.7094468,0.035724483,0.0904284,0.32041875,-0.15170106,1.0759254,-0.009560074,0.44842535,-0.37950814,0.8210945,-0.22296192,0.20586102,0.011689183,0.07090123,-0.008299203
43,letter,-0.02092242,-0.13018289,0.0051143155,-0.09632688,-0.2645835,0.3019118,-0.08047071,0.28135514,-0.012283535,0.49476457,-0.22190985,0.06884161,-0.16346246,0.052183036,0.63289064,0.5403336,0.6848763,-0.45962206,1.017383,-0.12426919,0.10437643,-0.07112978,-0.0108602345,0.032449376
44,letter,0.5281957,-0.163066,0.05241536,-0.17488493,-0.24965152,0.42411226,-0.15685825,-0.13767314,-0.15401094,0.83464533,0.21657616,-0.12400499,-0.041966967,-0.35371637,1.0709778,0.4101418,0.095435485,-0.46022645,0.51390016,-0.42871463,0.22819233,-0.13021745,0.09790271,0.07491227
45,letter,-0.2652369,0.13233748,0.29313818,0.21437502,0.099360436,-0.11332741,-0.53581524,0.31876191,-0.03713219,1.0510106,0.24149697,0.10852813,-0.16844718,-0.44804937,0.8394982,0.07306804,0.44047683,-0.39757025,0.4450219,0.090001106,-0.10066376,0.05378961,-0.14221978,0.002746248
46,letter,0.33023608,-0.23224865,-0.09144737,0.28633636,0.03471591,0.17305368,-0.45190567,0.082245156,-0.022520265,0.15125306,0.049473125,-0.13212676,0.0102448845,-0.02706084,0.7999981,0.23696797,0.043376576,-0.1104549,-0.05298562,0.15637155,0.48033842,-0.07685696,0.008018758,0.23941368
47,letter,0.19540624,-0.022375457,-0.05395437,-0.12949328,-0.018448059,-0.03677453,-0.79119307,0.21602778,-0.283072,0.664307,-0.024866378,0.007518292,0.21743411,-0.13714105,0.87144375,0.5234273,-0.016030977,-0.3607606,0.68854314,0.38675746,0.1276336,0.11397919,-0.19109765,0.015485495
48,letter,0.38381132,-0.04675271,0.44180128,0.27224,-0.19188888,-0.041135825,-0.77529037,-0.0008087181,0.47045052,0.49886742,0.10041595,-0.78426313,0.6998731,-0.097386524,0.20902328,-0.078812145,0.73925537,-0.77680755,1.0044042,0.05525198,0.025837848,-0.4690118,-0.26067212,0.4748624
49,letter,0.1972809,-0.20883106,0.06937661,0.29554543,-0.40665692,-0.3737768,-0.30526352,0.13107319,0.25910357,0.6705809,0.13179196,-0.12120426,-0.0482569,0.057160534,0.7465418,0.5309393,0.37010917,-0.33722818,0.8615584,0.5862425,0.56369054,-0.5194147,-0.51016337,-0.30680385
50,letter,0.18344958,0.0816674,0.13390745,-0.21393788,-0.42082766,-0.12331032,0.13291205,0.21142307,0.25779775,0.03563543,-0.23687074,-0.15786591,0.2328673,0.05308998,0.89566267,0.23692726,0.4312614,0.14906426,0.2576213,-0.13369206,0.24614555,-0.2413993,0.45101902,-0.29327092
51,letter,-0.124242105,-0.3542087,-0.10915437,0.07434304,-0.10236286,-0.19312905,-0.25379595,-0.5515524,-0.22199754,0.73294157,0.5140772,-0.32535174,0.11577378,0.072921775,0.6614383,0.6304432,0.078061,-0.11243366,0.26229343,-0.010604617,0.45912004,0.3300016,0.29939088,-0.35713962
52,letter,0.0897868,-0.07944181,-0.27631322,0.6903325,-0.08366309,-0.20934206,-0.3715962,0.45220548,0.005098235,0.48547333,-0.12865324,-0.41798055,0.64397395,-0.019666206,0.27825293,0.39564916,-0.116028816,-0.16307434,0.64942324,0.06735379,0.5775251,-0.46836394,-0.15669511,-0.23975486
53,letter,0.15606521,0.080422595,-0.1865077,0.052449625,-0.2102772,0.059964996,-0.6703835,0.3095996,0.115884736,0.6031013,-0.085415,0.0997847,-0.20442402,0.2537716,0.696186,0.08112358,0.3305366,-0.27055857,0.5941344,-0.092272595,0.004289404,-0.3401192,0.16472389,0.029962577
54,letter,0.33374655,0.001018111,0.22547299,0.34316298,-0.3155887,0.053237688,-0.17438976,0.5680052,-0.13468124,0.4240908,0.26261187,-0.3512799,0.39029887,-0.008750282,0.26993814,0.22252786,0.043073025,-0.38038924,0.91559684,-0.5390435,0.23598354,-0.16512448,0.10482671,-0.18843998
55,letter,0.9077805,-0.7155623,-0.41992116,-0.026533978,0.17270055,0.49995655,-0.67671,-0.45663732,-0.16059549,-0.078676276,0.30436382,0.16320236,-0.11822597,0.07540765,0.7658815,-0.45399386,0.48498878,-0.26433015,0.6567827,0.41549274,0.8554785,-0.38378024,-0.13401414,0.37131393
56,letter,-0.38738877,0.4298368,-0.38305005,0.4381395,-0.15979125,0.4109085,-0.5145299,0.2744287,-0.7236394,0.2625978,-0.028437963,0.10206866,0.0010805178,-0.036831528,1.2263906,0.23489758,0.6161204,-0.34980422,0.26834702,0.07573983,0.74513763,-0.320661,0.3820242,-0.08686758
57,letter,0.30139482,-0.15541378,0.05061069,0.08272754,-0.56379527,0.28383353,-0.20186228,0.110906936,-0.0045387186,0.38657597,-0.06848445,-0.42903376,0.1515079,0.05808146,0.44527087,0.33962256,0.4944839,-0.49682665,0.9843568,0.27979803,0.13891432,-0.018190688,-0.45679405,0.4211881
58,punct,-0.019378304,0.007646797,-0.019461142,-0.030321259,-0.0027983554,-0.0032664072,-0.016270665,0.00057311106,0.0057750335,0.014889877,-0.022793826,-0.02060725,-0.019251322,0.01176754,0.011562677,-0.032489203,0.05108444,0.012015347,-0.01617205,0.0034588762,0.014158483,-0.015938578,-0.043269437,-0.04432856
59,punct,-0.0066109896,0.0040018368,-0.015305045,-0.032130804,0.009823145,-0.003535695,-0.0074081323,-0.0046824887,-0.0051129023,-0.0017448863,0.0077749235,0.017960725,-0.020431425,0.03889454,0.017144293,0.014724644,-0.03491948,0.023232011,-0.0043230024,0.019737212,-0.022630922,-0.015641803,0.011655152,0.0053646187
60,punct,0.035554375,-0.005511605,0.010338089,-0.0034207993,-0.004654484,0.01990648,0.024936637,0.022959342,-0.013867085,-0.0016852022,0.036167737,0.00017709332,-0.0077367364,0.004573549,-0.0097797,0.023700126,0.018472105,0.01935618,-0.005360544,0.0074843196,-0.003809711,-0.0021174785,0.01714301,-0.0012324395
61,punct,-0.0029543575,-0.0036603613,0.0009905496,0.009089192,-0.0074647306,0.0019902496,-0.009574245,0.0129325995,-0.034186207,0.04294438,0.0014239354,0.026009016,0.01971026,-0.012604419,-0.016507523,0.003827127,0.010423816,0.014393698,-0.013181284,-0.024395127,-0.028703673,-0.045320906,-0.016107555,-0.009952277
62,punct,-0.018252395,-0.018754926,-0.014050417,-0.04201603,0.02566413,-0.01584944,0.005900553,4.888774e-05,0.009948455,0.0018263143,0.0030315062,-0.015869047,-0.0029827994,0.037279513,0.008380368,-0.031790435,0.051697757,-0.0086520165,0.0073412345,-0.009464277,-0.009487656,-0.004550477,-0.012575362,0.041059837
63,punct,0.8936538,0.56741697,0.20039804,0.7004162,0.19257037,0.2210106,0.33865362,0.43845654,-0.23663436,-0.6521105,-0.0052963216,-1.1975896,0.5573935,0.2143228,1.436332,-0.025362741,0.16849819,-0.46363372,0.17336637,-0.043076724,-0.7826318,-0.49929824,-0.5597843,-0.08028825
64,letter,-0.0053415974,0.41895983,0.09731439,0.26638177,-0.04146178,-0.007069069,-0.4363459,0.28829384,0.090551734,0.26506802,0.039219607,-0.18620014,0.30274203,-0.40336242,0.42900392,0.12784508,0.112335116,-0.11883958,0.044353884,0.00021201167,0.27716804,-0.26482904,-0.08471439,-0.105658665
65,letter,0.06313799,0.27715048,0.26534855,0.18889216,-0.13733771,0.27352983,-0.6604813,-0.066636115,0.044170327,0.7973276,0.0083184475,0.14126398,0.17812058,-0.059311032,0.5817133,0.11533089,0.21795186,-0.050947074,-0.24711125,-0.21336119,0.14003652,-0.1539522,0.2726421,-0.13379316
66,letter,-0.12969302,0.3978778,0.035674844,0.35859078,-0.095582955,-0.23814122,-0.73834527,0.019971324,0.3277365,0.50270754,-0.14867072,0.12888126,-0.034233406,-0.1561782,0.94829506,0.46219593,-0.2485522,-0.338485,0.27960297,-0.17491788,-0.13673064,-0.0843418,0.4776641,0.095632434
67,letter,0.3243218,0.0020173737,-0.25736415,0.30540082,-0.21815096,0.39833355,-0.20742312,0.0069287037,0.30046114,0.67117184,-0.061822306,-0.29341462,0.2791774,0.11107074,0.45536202,0.5779088,-0.12307044,-0.15014122,0.10312927,0.13991661,-0.32915178,-0.024982302,0.22234271,-0.22245264
68,letter,0.10687963,0.15418488,0.0116131315,-0.06612154,0.07046872,0.35797113,-0.36467427,-0.09800719,-0.076073766,0.64098364,0.055037506,-0.1905198,0.15772904,-0.5991271,0.634984,0.4904377,0.19468884,-0.08407956,0.3233075,-0.14948048,0.6350635,-0.4741785,0.045857236,0.05374968
69,letter,-0.0602525,-0.011988828,0.015682898,-0.06515844,-0.08156793,0.25996312,-0.44868574,-0.21854393,-0.018443873,1.0669498,0.5228646,-0.29691362,0.03220557,0.23208395,0.75956887,0.2140769,-0.09238831,-0.08861041,-0.07353998,0.3049077,-0.12154179,-0.26321828,-0.050815966,0.08926117
70,letter,0.37425038,0.2780491,0.16534214,0.20423862,0.28250214,-0.17702891,-0.2019842,0.12539922,0.03962916,0.30203348,0.06603111,-0.12808001,-0.26779237,-0.3372011,1.0740421,0.43018857,-0.12597486,-0.047713697,0.36391643,-0.54475224,0.11055085,-0.0992138,0.42270553,0.020083353
71,letter,0.08949222,0.81977874,0.15670215,0.1800179,-0.18493211,0.404333,0.034517203,0.35861966,0.10503614,0.38416305,-0.38073945,-0.25911805,-0.10288042,-0.74084175,0.73194706,0.57767934,0.0028381757,-0.078534216,-0.005433283,0.0048328238,0.06001455,0.24244113,-0.11879425,-0.072932236
72,letter,0.09457335,0.2755758,-0.14829548,0.20654584,0.18931243,-0.14215541,-0.2668219,-0.051551424,0.44053614,0.69821256,-0.24567315,0.39193553,-0.11424157,-0.73316485,0.4980226,0.5679115,0.19226982,-0.08775614,-0.1865453,0.10971064,0.35969272,-0.32508904,0.019475764,-0.3283754
73,letter,0.38774303,0.9912542,0.4528211,0.20134985,0.12880482,0.053437747,-0.012641916,0.13932997,0.40336856,0.29788876,-0.14736623,-0.40932202,-0.45351496,-0.28516912,0.6997572,0.25886998,0.27525246,-0.59160894,-0.33810422,0.043842774,-0.13725153,0.31231663,0.25667146,-0.13966791
74,letter,0.23722576,0.69288164,0.16377221,0.35121617,-0.20725659,0.30949104,-0.664424,0.16497129,0.05109453,0.08621717,-0.15450586,0.06079637,0.11210076,0.15353511,0.45124638,0.6330102,0.15153268,-0.48096958,0.455901,-0.28604767,-0.15266937,-0.19218722,-0.23162067,0.22129141
75,letter,0.10395705,0.52228224,0.047603574,0.04925508,0.10734898,0.2273352,-0.40458238,0.34680864,0.26734295,0.40958413,-0.22988498,-0.040290844,-0.3051594,-0.087086596,0.74526817,0.36408463,0.08918952,-0.4063326,0.33768162,-0.034549277,-0.117043525,-0.31275204,0.32726774,0.18590128
76,letter,0.17971003,0.01176259,0.2743713,-0.13307332,-0.0715047,0.09671567,0.08152087,-0.02642468,0.59606826,0.5144728,-0.3770353,-0.6323023,0.029545153,-0.15562895,0.42774105,0.15002069,-0.09896965,0.14822201,-0.34942672,-0.30707884,0.35123765,0.15715179,0.48552692,0.1507186
77,letter,0.0021273026,0.5739485,0.18559286,0.0189982,0.21904156,0.17435855,-0.8919697,0.033223495,0.16260123,0.5193958,0.09628578,0.28675845,0.10403718,-0.40511048,0.7179467,0.4892467,-0.19056933,-0.23418036,0.10763418,0.256025,-0.017511126,-0.020958394,-0.23818997,0.06804546
78,letter,-0.0744176,0.3697391,0.10303176,0.06272859,0.040319815,0.1216179,-0.10653048,0.27035144,-0.068257496,0.46550053,0.24152292,-0.03344746,0.23272476,-0.41418427,0.4093165,0.08843269,0.04980606,-0.12157599,0.24951644,-0.22399539,0.3069752,-0.5396108,-0.0018680362,-0.1868483
79,letter,0.08493265,-0.098359466,0.1393535,0.19533202,0.08771345,0.39953762,-0.30582294,0.1404656,-0.04374432,0.40233424,-0.027944213,0.21593317,-0.1651509,-0.121599175,0.90474737,0.33985296,-0.35012615,-0.05311408,0.16203164,-0.023309989,0.35008135,-0.06258517,-0.15013036,-0.04042702
80,letter,0.13056421,0.5994446,0.43586648,0.31614602,-0.1593435,0.061242282,-0.44991872,0.0111214155,0.049036898,-0.11117605,0.32411128,-0.28794077,0.32577267,-0.651667,0.9378803,0.44445607,0.16451137,-0.09034496,-0.07407945,0.32771456,-0.4657071,-0.23177676,-0.24214298,0.1956477
81,letter,-0.019482238,0.53518146,0.013824474,0.17373765,-0.075681515,-0.13540381,-0.059056655,0.1701422,0.14952452,0.23837546,0.10882729,0.07910637,-0.256092,-0.095834136,0.5496116,0.82053727,0.36599383,-0.27486905,-0.11433594,-0.17886126,0.016359901,-0.13235135,0.2721728,0.078014135
82,letter,0.22267057,0.08325582,0.032898057,0.14601083,-0.026244821,0.1415547,-0.103172265,0.24344747,0.41226792,0.42553616,0.18342267,-0.17290786,0.0323313,-0.09401475,0.023832276,0.06971938,0.18509115,0.26153922,0.10569548,-0.16032308,0.06545273,-0.4369162,0.16782296,0.16928127
83,letter,-0.16796802,-0.025901351,-0.24913724,-0.04953832,0.02466313,0.456747,-0.09391645,0.14389813,0.41787678,0.6028971,0.1181497,-0.47268954,0.686146,-0.026976086,0.1806335,0.20829545,0.2288449,0.023238812,-0.578287,-0.122658335,0.24463187,0.17749754,0.42609504,-0.24082232
84,letter,0.098572485,0.53310937,0.016609155,0.5298188,-0.22908689,0.19601725,-0.7224861,0.083865605,-0.04711655,0.15447196,-0.07173083,0.1791517,0.24391903,-0.61526376,0.47284916,0.13009766,0.5365166,-0.27640557,-0.021233251,-0.2542413,0.21240115,-0.1081043,0.11054384,-0.096859425
