token_id,category,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9
0,punct,-0.022961047,0.002596506,0.027404066,0.03951484,-0.006682152,0.00088597735,-0.037348013,0.012668648,-0.0043886877,-0.0017768802
1,punct,-0.053644985,0.04053133,0.0060477587,0.01203099,0.03795768,0.023674285,-0.017416375,0.0011601229,0.03058851,-0.02633727
2,punct,0.029078215,-0.03032459,-0.026338372,0.00822289,0.0073354463,-0.011427579,-0.028440308,0.025065338,-0.0077097393,0.009883625
3,punct,0.0026184642,0.012871399,0.003146981,-0.002335686,-0.007798744,0.012789407,-0.0052356427,-0.015993347,-0.027251355,-0.036478605
4,punct,-0.00014290643,-0.046161328,0.004233621,0.026146047,-0.03450556,0.013805796,0.052254755,-0.014073405,0.00013748014,0.02041488
5,punct,-0.026939627,0.018874772,-0.00087007124,-0.049191024,-0.035093144,0.005564552,-0.017652022,0.0069290535,0.021468863,-0.022721248
6,punct,1.5083834,2.70513,0.3329478,1.2255248,2.974248,2.6433103,-2.871925,-2.089535,1.6608446,1.2390366
7,punct,0.02705471,0.03392225,0.022903502,0.026292553,0.02124164,0.009137389,0.024474015,0.0034673526,0.011843777,-0.040242143
8,punct,-0.011113691,0.008878062,-0.03024438,0.002121728,0.0047922255,-0.043661576,0.009901911,-0.01739415,0.037569027,0.010059683
9,punct,-0.0076661855,0.016377896,-0.024707593,-0.028983928,-0.012199211,0.007420982,0.00312276,0.009572888,-0.006806087,-0.037914846
10,punct,-0.016308617,0.019030044,-0.009880442,0.0032079844,-0.02988505,-0.041005824,-0.016769327,-0.019387862,0.0016922505,-0.007070957
11,punct,0.016430063,-1.2850008,1.2289373,-0.2016366,-0.09041738,-0.2103425,-0.13410033,-1.6635637,0.35751295,-0.7419153
12,punct,0.49989548,0.87205124,-1.4128604,-0.37906617,0.3845817,0.073705025,-0.3004484,0.24967484,0.99057347,-0.56212777
13,punct,0.10733273,-1.5458872,-0.39017826,2.2779722,-0.19418103,-0.1704353,0.1498974,-1.1430631,-0.22632632,-1.9764655
14,punct,-0.04777484,0.02630796,0.0056966147,0.032460008,0.011173347,-0.014567251,-0.0034909642,0.021445539,-0.022077281,-0.030588597
15,digit,-0.37399912,1.1707007,0.18119067,-0.5869208,-0.6990161,1.2094514,1.4336739,0.26348224,1.4201579,-0.2584556
16,digit,-0.9546911,3.3170128,0.16772607,-3.209485,-0.3669368,-0.20202367,-0.4011738,-2.2914727,1.1897758,-5.842142
17,digit,0.28064293,0.78194505,1.5344008,0.17431013,0.30404735,-0.63768476,0.9167861,-1.1541402,0.017330451,-1.0627165
18,digit,-0.25919005,0.81312704,0.44643107,0.5171935,-0.32123837,-0.7590666,-0.70341384,0.69558287,-1.2369142,-1.2918471
19,digit,0.4104077,-0.11183433,0.30123293,-0.06615034,0.9940537,0.7820709,-0.053265437,-0.8805421,1.6328794,1.1225933
20,digit,-0.064316764,0.82538986,0.07714222,0.11421697,0.20360954,-0.6289758,-0.6341046,0.57386154,-0.21719392,-1.7677785
21,digit,-0.79276943,-2.7940311,-3.2803733,0.92134887,0.42711788,-0.016043898,-0.6395778,1.4839566,1.547415,0.18855515
22,digit,0.90085804,-2.895305,-2.897229,1.4314698,-0.08401219,-0.39469603,-1.1891105,2.5075843,0.7742311,-0.05786955
23,digit,-0.54135734,1.4692587,-0.3144601,0.20457393,-0.44417426,0.31256303,-1.1533453,0.76798254,0.41311592,-1.9647788
24,digit,0.6602248,0.2820893,0.39706707,0.44244668,0.43312204,-0.26230472,0.5250012,0.65698195,-2.0142,-0.4276258
25,punct,-0.008768364,0.01377638,0.0071285763,0.007656947,0.028155489,0.009200596,0.03393839,-0.013481983,-0.020641463,0.016267832
26,punct,-0.0118410755,0.012586314,0.00020122889,0.028006554,-0.025229285,-0.031725753,-0.01939607,0.010298223,0.0037660066,-0.004151624
27,punct,-0.010349369,-0.022692986,0.0298231,0.01911819,-0.012454149,0.013784244,-0.00024109255,-0.02065326,-0.011581286,0.022220718
28,punct,0.0035416344,-0.005478761,-0.007967285,0.0027106046,-0.0011732775,-0.003555127,-0.015899682,0.028181078,-0.039231732,0.00010749053
29,punct,0.04100442,-0.7540348,1.8024242,0.5817326,0.045055587,-0.36162916,0.09598793,-0.06122075,-0.04972683,-0.87136567
30,punct,0.001472041,-0.030963724,0.018081933,-0.027706143,0.002228003,-0.023280399,0.006684489,0.010110754,-7.91146e-05,-0.02396536
31,punct,-0.009181102,-0.018156886,-0.0021228543,-0.004802993,-0.027509749,-0.03370089,-0.026670236,-0.008396522,0.005556164,-0.016486866
32,letter,0.9707374,-0.3748275,0.26499903,0.5681994,-0.48625064,0.80146134,-0.8548356,-1.4898403,1.8326082,2.3057797
33,letter,-0.69420594,-0.078292735,-2.9771385,-0.5044117,0.60585165,0.053471114,-0.29233307,1.9294353,1.609739,0.55647767
34,letter,0.75355715,0.55855906,1.1911955,-0.86836946,-0.46250483,0.13882801,-0.4944268,0.44888595,2.4719112,-0.81697804
35,letter,-0.7987572,1.3663492,-3.4862304,0.42826748,-0.53233904,0.18902202,0.91237485,3.035306,-0.82366484,0.20120136
36,letter,0.5361243,-0.19059338,1.4801674,-1.2138724,-1.364237,0.7896509,0.22247344,-2.332449,-2.874776,2.8117282
37,letter,-0.43501502,1.5359762,-0.1178988,-0.85325783,-0.5701258,-0.38474405,0.82431084,0.4488298,-0.8724271,0.6812158
38,letter,0.8860819,-0.10638205,-2.4096313,-1.7900218,0.6527146,-0.7781745,0.6765927,1.1259886,-0.14375125,0.22625893
39,letter,0.30013788,0.5512347,0.13474219,0.08046341,0.16753697,0.7954555,1.4958427,0.3780386,0.015723381,-0.40975857
40,letter,0.32998082,0.62167734,0.4711564,0.7245844,0.40846506,-1.0244379,0.2691207,-0.5946756,0.2075224,0.9664817
41,letter,-0.27059573,0.039417595,2.0785944,0.56341875,-0.4960366,-0.48782724,0.712674,-3.2293189,0.20926587,1.205301
42,letter,-0.7064413,1.5569828,2.7750957,-1.4163554,1.096282,1.2308615,-0.11461005,-2.0795617,1.7768387,1.5740446
43,letter,0.33603892,-0.044225875,0.11643504,0.86333025,-0.08532085,0.8760625,0.13766104,-0.15214095,0.011498764,1.090798
44,letter,0.5681315,-0.25503752,1.4990654,0.2577409,0.5930113,-0.23282096,0.9906881,-0.90550256,0.19755387,-0.53510165
45,letter,0.21303764,1.0637003,-1.5091574,-0.53674465,-0.37375095,1.5329007,-0.38718387,-0.5815163,0.39848235,1.7822062
46,letter,-0.23884872,2.4807801,-2.4814513,-3.8662088,0.26879805,0.7942111,-0.7068226,0.73541874,-0.14884731,2.8944914
47,letter,0.31515822,0.5588547,0.26911736,0.95199835,-0.14595449,-0.46898216,0.79613775,-0.40924072,-0.8061021,0.40522057
48,letter,0.16458505,0.22401352,-0.03217097,1.1927114,0.7393513,0.6972022,-0.23884869,-0.6635231,0.13138738,0.43284893
49,letter,-0.28213155,0.8390504,0.3325508,0.03685819,0.41771433,0.35025513,-0.43512532,-0.22142357,0.33307323,-2.071116
50,letter,0.30686086,0.7802982,-0.65027195,-0.3857228,-0.055826906,0.22355366,0.09806903,1.5621524,1.3732561,0.565186
51,letter,-0.25555998,0.68529016,1.0655022,1.1073313,-0.6206556,-0.32181382,-0.68958014,-0.10913355,-0.09364022,-0.4923283
52,letter,0.12615396,-1.6928698,3.531484,-0.46169922,-0.9716462,0.99842376,0.5874859,-2.767174,0.2944746,0.3090928
53,letter,0.5965291,2.0309284,-4.041772,-1.4454772,0.09369404,0.4918152,0.94903433,1.9629116,0.54777825,1.530664
54,letter,-0.38011655,0.019446017,0.32469904,0.7178262,-0.5254967,0.10302138,0.62395,0.57010764,0.04484373,1.4638462
55,letter,-0.6353734,-0.031889915,-0.74319243,1.0717149,0.079657756,0.8275993,-0.7235763,2.7572403,-2.933355,0.15961537
56,letter,0.96976554,0.84689313,-2.07749,1.3272151,-0.5270774,-0.3403822,0.0680106,0.45569262,1.507095,-0.34378177
57,letter,0.8063372,1.0070785,-0.7920117,-0.047289185,0.6857153,0.8454612,-0.14273286,-0.6361562,1.79591,-0.4017909
58,punct,-0.014475431,0.022213867,-0.027348608,-0.0068440493,-0.009444434,-0.003485981,-0.0063584168,0.0003514693,0.009080931,0.0005680706
59,punct,-0.029012773,0.015431172,-0.01749374,0.0049456907,-0.0044994997,-0.00992188,0.017728673,-0.007315868,0.009551631,-0.006774454
60,punct,-0.0026052638,-0.026883835,0.0011562256,0.009870365,0.036021266,-0.0038193737,0.0020562252,0.01382323,-0.04400332,-0.014364153
61,punct,-0.01074774,-0.009685757,0.0009822916,0.0028858494,-0.008455985,-0.01636614,-0.012145171,-0.03474145,-0.00976776,0.022597257
62,punct,-0.017574241,-0.008859269,0.010975727,0.027000679,-0.035923906,-0.008725072,-0.011631457,-0.021630535,-0.001964002,-0.025107384
63,punct,-1.0357078,0.034270354,-3.9159615,-0.89042246,2.9128637,3.2563457,-1.5175172,-0.49393246,-1.4965583,4.1593776
64,letter,-0.14496423,1.1665034,-3.6991754,-0.8493391,0.11765928,0.04979105,0.113562405,5.493193,0.30236587,0.5153198
65,letter,-0.051610533,0.8948017,4.8054194,-0.44913408,0.003747541,0.07455331,0.2200223,-0.11005212,0.14423919,1.606366
66,letter,-0.08618497,1.9355919,2.9798038,-1.9229372,0.08214257,0.11006895,0.104756676,-0.5121421,0.9337871,0.7988113
67,letter,-0.7590295,2.8099198,-3.311895,-1.8437821,0.25169605,0.13565119,-0.5467571,3.077728,1.8642546,0.006250213
68,letter,-0.04105794,1.135368,-1.5247985,-0.49341655,0.11740407,0.15058121,0.14659259,5.1205373,-0.18616243,2.4925456
69,letter,0.21097401,-1.6728175,3.1067233,1.124695,0.85494936,0.28871506,-0.7206047,-0.71316856,-0.037519917,1.2772757
70,letter,0.013465717,-1.9650357,-2.5907574,0.00623174,-0.06755452,0.0829354,-0.12439183,2.7972229,0.78099173,0.059841655
71,letter,0.1693689,-1.6521378,1.3806849,0.28708863,-1.081362,-0.58826923,-0.09238302,-0.68405443,-2.3658152,1.2692151
72,letter,-0.047343936,-0.66965127,4.0359135,-0.38767302,0.079704985,0.093531825,0.24574205,-2.4321845,-0.5775342,0.55371165
73,letter,-0.06729708,-1.4632146,0.37324256,2.140796,-0.012968227,-0.08099494,-0.0020446212,-0.25646454,-1.5319691,0.10049826
74,letter,0.1410607,-0.77594185,-0.28283066,2.1751096,0.19518763,-0.09906024,0.073136635,0.43349126,-1.00654,-1.3311046
75,letter,0.1293934,-1.0935972,-2.9647388,2.6205895,0.1369976,-0.04413981,0.09830589,0.8670765,-1.034354,-0.8726939
76,letter,-0.15980892,0.21357666,0.91766113,0.8308537,0.16901168,-0.21115541,-0.037633855,-2.6756392,-0.66011137,-2.729611
77,letter,-0.26005083,1.6885977,-4.321997,-0.44874606,0.050120745,-0.1283615,0.29448745,-0.048806254,0.56855416,-2.9470885
78,letter,-0.1359152,-0.2541156,4.20862,-3.5346906,0.25652516,0.11214053,0.0736649,-2.3972642,1.8580822,0.21242936
79,letter,0.42042872,2.6614058,3.4348657,-1.424463,-0.81033725,0.15451491,0.265292,-1.3254906,1.335497,1.0429735
80,letter,-0.18797815,0.58372545,0.33746156,0.72678834,0.13058978,-1.0605332,0.63887835,0.55974704,-0.71298325,0.71274924
81,letter,0.09703458,0.521712,3.6155999,-0.76535016,0.12770167,0.09212358,0.36952764,-2.5009787,0.1586578,-0.83110446
82,letter,-0.069187835,-0.77072185,0.45958817,-0.16090316,-0.21012886,0.10807306,-0.13245454,-0.26341152,-0.17553505,-0.07339165
83,letter,-0.35674557,0.5599044,-3.1175406,-1.6099019,0.5055832,0.8379103,-0.27096766,1.7096208,0.44623542,-1.1067349
84,letter,-0.042277355,-4.6796427,5.156043,0.1692622,-0.14201361,-0.13824938,0.20957811,0.2818198,1.5218984,-0.7820988
85,letter,-0.20883116,0.52934307,3.5138936,-0.77811724,0.16837499,-0.06039619,-0.102860115,-2.744352,0.6884724,-0.5569052
86,letter,-0.48758024,-0.51453465,-1.9200499,0.39942518,0.00829198,-0.003687804,0.18478765,-1.3032086,-0.16888192,-5.503287
87,letter,0.692388,0.023878613,-0.95855206,-0.38229108,-0.10471977,0.80118966,0.15663388,-0.731974,0.8257767,0.14047748
88,letter,-0.22992666,-1.2340248,-3.4067438,0.772881,0.26815572,-0.059488624,-0.14632928,2.0068493,-0.4036921,1.1940705
89,letter,-0.054193985,-1.6143893,-0.774017,2.071545,0.28465986,-0.06713797,-0.007787794,0.43140295,-1.2132227,0.07079917
90,punct,-0.018965056,-0.014846074,0.0073232763,0.026818806,0.012817717,-0.03855349,-0.030137314,0.0016031181,-0.0022766788,0.01889296
91,punct,-0.04049214,0.003160367,-0.036647793,-0.0077977935,0.012220663,0.0156737,0.007931466,-0.04193328,-0.004032929,0.015804749
92,punct,-0.020256368,0.020308642,0.0071297684,-0.017281894,0.007125122,-0.0016902948,-0.018418822,0.020361261,-0.034363553,0.009135124
