token_id,category,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9
0,punct,-0.022961047,0.002596506,0.027404066,0.03951484,-0.006682152,0.00088597735,-0.037348013,0.012668648,-0.0043886877,-0.0017768802
1,punct,-0.053644985,0.04053133,0.0060477587,0.01203099,0.03795768,0.023674285,-0.017416375,0.0011601229,0.03058851,-0.02633727
2,punct,0.029078215,-0.03032459,-0.026338372,0.00822289,0.0073354463,-0.011427579,-0.028440308,0.025065338,-0.0077097393,0.009883625
3,punct,0.0026184642,0.012871399,0.003146981,-0.002335686,-0.007798744,0.012789407,-0.0052356427,-0.015993347,-0.027251355,-0.036478605
4,punct,-0.00014290643,-0.046161328,0.004233621,0.026146047,-0.03450556,0.013805796,0.052254755,-0.014073405,0.00013748014,0.02041488
5,punct,-0.026939627,0.018874772,-0.00087007124,-0.049191024,-0.035093144,0.005564552,-0.017652022,0.0069290535,0.021468863,-0.022721248
6,punct,2.7579012,2.650736,-0.210923,2.5910163,2.686373,2.5822027,-3.604059,-1.8019857,0.96692306,1.0986359
7,punct,0.02705471,0.03392225,0.022903502,0.026292553,0.02124164,0.009137389,0.024474015,0.0034673526,0.011843777,-0.040242143
8,punct,-0.011113691,0.008878062,-0.03024438,0.002121728,0.0047922255,-0.043661576,0.009901911,-0.01739415,0.037569027,0.010059683
9,punct,-0.0076661855,0.016377896,-0.024707593,-0.028983928,-0.012199211,0.007420982,0.00312276,0.009572888,-0.006806087,-0.037914846
10,punct,-0.016308617,0.019030044,-0.009880442,0.0032079844,-0.02988505,-0.041005824,-0.016769327,-0.019387862,0.0016922505,-0.007070957
11,punct,0.31883082,-1.8424703,1.0674968,2.780826,0.13511907,-0.07154195,0.080647215,-0.4845751,1.0903145,-1.9780738
12,punct,1.0663818,0.7612877,-0.49208453,0.70140195,0.50432867,0.18882388,-1.0563635,0.8188147,0.9389757,-1.1227748
13,punct,-0.44532758,-1.342123,1.3149415,0.6825672,-0.11225105,-0.0882747,-0.51130086,-2.039611,0.77285063,-1.9225075
14,punct,-0.04777484,0.02630796,0.0056966147,0.032460008,0.011173347,-0.014567251,-0.0034909642,0.021445539,-0.022077281,-0.030588597
15,digit,0.2391107,0.6553792,1.2962316,-0.76858264,-0.80668074,0.12569264,1.1479411,-0.30503312,1.5011678,-1.0701723
16,digit,-0.6731036,4.7275925,-1.3678976,-2.9266315,-0.35875934,0.93472564,-0.31979087,-0.09742308,3.0608444,-3.7052648
17,digit,-0.27609813,0.8752977,1.160785,-0.34200373,-0.4607031,0.1331952,0.82024825,-0.71988916,0.67184573,-1.7406437
18,digit,-0.06063738,1.1263628,-0.26629132,0.39845172,-0.30344242,-0.041479718,1.3821012,1.2276762,-1.5181036,-0.7915883
19,digit,0.5994383,-1.1406344,-0.22598262,-0.9013082,-0.018700978,1.4169266,-0.24776319,-0.70793563,2.6352222,0.8273331
20,digit,0.6539317,1.3690922,0.5164827,-0.32493928,0.09706818,0.43933332,-0.13247792,0.54393536,-0.026744762,-1.4067786
21,digit,-0.70998704,-3.0791547,-2.3199048,1.0582253,0.17518155,1.5480596,-0.10817581,0.14094277,1.7242491,-0.63469267
22,digit,1.1530473,-3.3545842,-1.5290117,2.2825122,-0.093336485,0.30210996,-1.1847183,2.3484583,1.0102322,-0.40178758
23,digit,0.88341045,1.5340528,0.27856296,-0.019183137,-0.5570591,1.4692281,-2.5866728,-0.07320308,1.7964214,-1.1437684
24,digit,0.9925239,0.27942654,0.61629343,0.9146455,0.48990408,0.01821347,0.9671674,1.0367583,-2.7088106,0.38332447
25,punct,-0.008768364,0.01377638,0.0071285763,0.007656947,0.028155489,0.009200596,0.03393839,-0.013481983,-0.020641463,0.016267832
26,punct,-0.0118410755,0.012586314,0.00020122889,0.028006554,-0.025229285,-0.031725753,-0.01939607,0.010298223,0.0037660066,-0.004151624
27,punct,-0.010349369,-0.022692986,0.0298231,0.01911819,-0.012454149,0.013784244,-0.00024109255,-0.02065326,-0.011581286,0.022220718
28,punct,0.0035416344,-0.005478761,-0.007967285,0.0027106046,-0.0011732775,-0.003555127,-0.015899682,0.028181078,-0.039231732,0.00010749053
29,punct,-0.16716512,-1.4005829,-0.41839325,0.8356543,-0.5514314,-0.5089157,0.027786411,-0.62076926,1.0430907,-1.1662506
30,punct,0.001472041,-0.030963724,0.018081933,-0.027706143,0.002228003,-0.023280399,0.006684489,0.010110754,-7.91146e-05,-0.02396536
31,punct,-0.009181102,-0.018156886,-0.0021228543,-0.004802993,-0.027509749,-0.03370089,-0.026670236,-0.008396522,0.005556164,-0.016486866
32,letter,1.0334339,-2.6618538,1.1183658,-0.0013484289,-0.10803139,1.1390263,-1.339266,-3.5381427,2.1310608,2.9853446
33,letter,-0.02922649,0.82270914,-3.3532069,-0.94472,0.13480923,-0.31315565,-0.47523892,3.2892532,1.8414462,1.1097103
34,letter,0.4471274,-0.21202545,-0.9972591,-0.8524405,-0.26880878,-0.22047871,-0.43129623,0.63526785,1.7470646,-0.51551616
35,letter,-0.58695495,1.6370324,-3.9681787,0.98891276,-0.6631627,-0.729176,-0.1852511,5.8657002,-0.47779733,0.46809918
36,letter,1.3566674,-0.9098822,0.501036,-1.3981861,-0.35273284,1.2285305,0.28262115,-1.2022427,-3.0837853,3.5762274
37,letter,-0.7882671,1.0617721,0.13216986,-1.4676548,-0.73730475,0.17802526,0.6963952,-0.742151,-0.5072116,-2.4877048
38,letter,-0.48340657,1.1981612,-3.4129255,-0.8500767,0.071822666,-0.028736155,-0.43626526,-1.1940645,1.879781,-0.8549469
39,letter,-0.40888917,-0.16948445,1.7885908,0.85401773,0.068302974,-0.7704429,1.1810219,1.8397735,-1.3946104,0.28097284
40,letter,0.012000336,-0.88256896,1.1425314,0.76022667,0.7141883,-1.5505068,-0.13959026,2.061064,-0.2593249,1.7723066
41,letter,-0.42701834,-0.22866814,3.5362005,-0.03498331,-1.1422414,-0.19220935,0.9070028,-4.5766354,-0.97479594,-0.4301595
42,letter,-1.0286673,0.9828107,3.4739025,-0.48306394,0.7052294,0.7263533,-0.2624904,0.124672815,0.7030935,2.664124
43,letter,-0.079579405,0.48395312,-0.06013069,0.3340142,-0.7072311,-0.12487354,0.6805842,0.07428687,-1.2122821,4.357566
44,letter,0.30917472,0.24971148,2.4466627,0.8672654,-0.015102596,-0.021657258,0.7866615,-1.7525522,-1.191881,-0.20622867
45,letter,0.03306547,2.0626533,-2.8683705,-1.7136736,0.04452822,0.72001785,-0.8650286,0.89777154,1.0306385,2.7539084
46,letter,-0.6665882,2.5839405,-0.63812697,-3.8130536,0.1349089,1.195389,-0.8344082,-0.40466514,0.19167121,2.6000779
47,letter,0.5452343,0.7723269,1.1599739,1.7728541,0.20559506,-0.93742025,-0.3104357,-0.04417168,0.020844448,0.51457596
48,letter,0.1915272,0.038545247,0.5001876,1.0616747,-1.42915,1.5835936,0.25149557,-2.363532,0.06408712,2.0887146
49,letter,0.14478767,1.2868268,2.4234521,1.1432588,-0.16784012,0.1663014,-0.53715295,-4.348337,-0.09243995,-3.638664
50,letter,0.5610676,0.07984459,-1.170821,-1.0273056,-0.5242284,0.5397495,0.9444797,2.2915573,1.0855643,0.08320336
51,letter,0.3512521,1.6337553,0.45368943,0.9640753,-1.0455887,0.20371345,-0.2979169,-2.142855,-1.1985785,-2.3100872
52,letter,0.2540216,-3.4635458,7.038918,1.2170423,-0.64446473,1.3227814,0.61766976,-5.083551,-0.80910397,-0.18605909
53,letter,0.5882675,0.5260895,-3.817105,-2.1217701,-0.44362321,0.44615114,0.46516225,1.34104,1.5513252,1.2204176
54,letter,-0.38819712,-0.0018859416,0.13537712,0.64073765,-0.69407064,0.30938214,1.261955,-0.23117216,-0.7038,0.81264096
55,letter,0.15780231,0.043433364,0.620548,1.9181364,0.22408842,0.7096563,-1.0897845,4.3134046,-2.9821289,-1.4037714
56,letter,0.8001211,-1.5449584,-2.0741398,0.46658087,-0.008373504,-1.6696868,0.3203689,2.4231148,2.1331851,1.4572616
57,letter,0.72362584,-0.5872925,0.69039935,-1.8866899,0.70742536,-0.06284331,-0.8885922,0.57063013,2.5549104,0.3208846
58,punct,-0.014475431,0.022213867,-0.027348608,-0.0068440493,-0.009444434,-0.003485981,-0.0063584168,0.0003514693,0.009080931,0.0005680706
59,punct,-0.029012773,0.015431172,-0.01749374,0.0049456907,-0.0044994997,-0.00992188,0.017728673,-0.007315868,0.009551631,-0.006774454
60,punct,-0.0026052638,-0.026883835,0.0011562256,0.009870365,0.036021266,-0.0038193737,0.0020562252,0.01382323,-0.04400332,-0.014364153
61,punct,-0.01074774,-0.009685757,0.0009822916,0.0028858494,-0.008455985,-0.01636614,-0.012145171,-0.03474145,-0.00976776,0.022597257
62,punct,-0.017574241,-0.008859269,0.010975727,0.027000679,-0.035923906,-0.008725072,-0.011631457,-0.021630535,-0.001964002,-0.025107384
63,punct,-0.6935138,-0.87746674,-3.9692905,-0.9573665,2.8023744,3.3625243,-1.9098132,-0.019718619,-2.511815,4.713726
64,letter,-0.15911283,0.37033424,-3.8819747,-0.45261502,0.15019716,-0.12678047,0.66958666,4.662058,0.88401157,-0.5572402
65,letter,-0.061567836,-0.31816825,5.0409017,-0.5607621,-0.5077995,0.037023436,0.14755099,0.5383726,0.7854632,1.3641638
66,letter,0.17647164,2.1457412,5.173981,-0.73238975,-0.88708436,0.6904276,0.17261802,-0.3995396,2.7188375,2.7163174
67,letter,-0.4237607,0.7614834,-3.5465605,-2.1012297,-0.39307597,-0.5061131,0.2449665,2.158285,2.7068703,-1.566029
68,letter,-0.3524876,0.78892994,1.1918544,-0.82373935,0.43369925,-0.005633741,0.36395887,6.257262,0.56886655,4.074865
69,letter,-0.043602537,-0.6826395,2.0324748,-0.3387525,-0.43965518,0.21275936,-0.5530289,-0.002319474,0.6821029,1.2072608
70,letter,0.151397,0.26110026,-3.6848462,0.63957727,-0.15199898,0.28102934,-0.35140732,3.1375859,0.8228497,-0.72124416
71,letter,-0.6987914,-2.816493,1.6377014,0.76372683,-0.7944652,-0.5699643,-0.44826573,-3.7033374,-2.7089179,1.7259458
72,letter,0.01143459,-0.06624585,5.1842594,0.52265215,-0.3147213,-0.17335984,0.67772126,-1.8898226,-0.923254,0.6143557
73,letter,0.024284283,-0.07345835,2.2763963,1.4456362,-0.6597817,-0.24905089,0.19733442,-0.5506161,-0.06322841,1.7219746
74,letter,1.0448271,-1.5523738,2.476427,2.6954787,-0.057404067,-1.3444271,0.36947984,-0.6080654,-1.4068834,-3.2611287
75,letter,0.46428117,-0.07263165,-3.8611698,0.37706196,-0.19361696,-0.0053997184,0.33327016,1.2483414,0.03081171,-1.4248284
76,letter,-0.341609,-1.6987468,0.8403203,1.5480593,0.35572293,-1.0033468,-1.1361159,-2.689434,-1.3729995,-2.9820805
77,letter,-0.13853565,0.95891666,-3.314608,-0.6116259,-0.2752643,-0.6342481,0.40675125,-0.6474202,0.56197935,-2.8141391
78,letter,-0.3812495,1.8063821,4.0496364,-2.653019,0.44648194,0.19043358,-0.26420212,-1.7886293,1.9900947,-0.15840538
79,letter,0.101703666,2.8451126,5.20623,-1.3437253,-0.7784108,-0.20435323,0.7874627,-1.2935994,1.401669,1.8478165
80,letter,-0.53237766,0.073273726,1.7783624,2.028454,-1.380168,-0.7826291,2.3606157,0.035561644,-1.2440103,-0.56861484
81,letter,0.30672857,0.6614327,2.714611,-1.5380462,-0.13983653,0.61026996,1.1274136,-2.7273917,-0.32960975,0.14631855
82,letter,-0.54896945,-0.2919943,0.3913799,0.14920846,-0.39323658,-0.48668963,-0.30278778,-0.5940243,0.028369775,-0.4015644
83,letter,-0.45366988,-0.76787055,-3.1494734,-1.1903944,-0.05761238,1.7316905,-0.93984324,0.06745104,-1.4226984,-3.133255
84,letter,0.122618996,-4.4586196,5.480149,2.2122595,-0.3896165,-0.88888925,1.0021712,0.41575494,-1.1206023,-0.82704175
85,letter,0.27654225,0.27273375,3.5626688,-0.61893594,0.14251924,0.35777798,0.14067088,-3.256655,0.13498661,-1.1769052
86,letter,-0.92916197,0.7052907,-0.3825438,-0.3102151,-0.14493053,0.087861,0.34983608,-2.050376,0.26823664,-4.8446317
87,letter,-0.14430429,-0.985668,-0.0008608753,0.9049012,-1.4857277,1.5810798,0.5765067,-1.2865541,0.3802865,1.8641622
88,letter,0.093626894,-0.30943024,-4.9875145,0.82789385,0.02614006,-0.18821537,-0.18313098,2.7847333,-0.022618668,0.8824473
89,letter,-0.054934893,-0.8721963,0.07551278,3.5629272,0.3905443,-1.4933561,-0.44603637,0.29973844,-2.442825,-2.2475321
90,punct,-0.018965056,-0.014846074,0.0073232763,0.026818806,0.012817717,-0.03855349,-0.030137314,0.0016031181,-0.0022766788,0.01889296
91,punct,-0.04049214,0.003160367,-0.036647793,-0.0077977935,0.012220663,0.0156737,0.007931466,-0.04193328,-0.004032929,0.015804749
92,punct,-0.020256368,0.020308642,0.0071297684,-0.017281894,0.007125122,-0.0016902948,-0.018418822,0.020361261,-0.034363553,0.009135124
