token_id,category,phi_0,phi_1,phi_2,phi_3,phi_4,phi_5,phi_6,phi_7,phi_8,phi_9
0,punct,-0.022961047,0.002596506,0.027404066,0.03951484,-0.006682152,0.00088597735,-0.037348013,0.012668648,-0.0043886877,-0.0017768802
1,punct,-0.053644985,0.04053133,0.0060477587,0.01203099,0.03795768,0.023674285,-0.017416375,0.0011601229,0.03058851,-0.02633727
2,punct,0.029078215,-0.03032459,-0.026338372,0.00822289,0.0073354463,-0.011427579,-0.028440308,0.025065338,-0.0077097393,0.009883625
3,punct,0.0026184642,0.012871399,0.003146981,-0.002335686,-0.007798744,0.012789407,-0.0052356427,-0.015993347,-0.027251355,-0.036478605
4,punct,-0.00014290643,-0.046161328,0.004233621,0.026146047,-0.03450556,0.013805796,0.052254755,-0.014073405,0.00013748014,0.02041488
5,punct,-0.026939627,0.018874772,-0.00087007124,-0.049191024,-0.035093144,0.005564552,-0.017652022,0.0069290535,0.021468863,-0.022721248
6,punct,2.376531,3.2390494,-1.104949,2.7524621,3.8887098,3.6838932,-3.461102,-2.6259725,2.5204885,3.1201851
7,punct,0.02705471,0.03392225,0.022903502,0.026292553,0.02124164,0.009137389,0.024474015,0.0034673526,0.011843777,-0.040242143
8,punct,-0.011113691,0.008878062,-0.03024438,0.002121728,0.0047922255,-0.043661576,0.009901911,-0.01739415,0.037569027,0.010059683
9,punct,-0.0076661855,0.016377896,-0.024707593,-0.028983928,-0.012199211,0.007420982,0.00312276,0.009572888,-0.006806087,-0.037914846
10,punct,-0.016308617,0.019030044,-0.009880442,0.0032079844,-0.02988505,-0.041005824,-0.016769327,-0.019387862,0.0016922505,-0.007070957
11,punct,0.7648317,-2.195014,0.5640386,3.279446,-0.24132922,0.13787565,0.18608114,-0.2723098,1.8464139,-1.4697189
12,punct,1.2080561,0.9508057,-0.057710018,0.94445705,0.36462566,0.30526784,-1.4764712,0.4315753,1.5014731,-0.75494766
13,punct,-1.2422724,-0.8086593,1.4963185,0.20953934,0.6890629,-0.90600395,-0.85090506,-1.8315076,1.0299611,-1.5704068
14,punct,-0.04777484,0.02630796,0.0056966147,0.032460008,0.011173347,-0.014567251,-0.0034909642,0.021445539,-0.022077281,-0.030588597
15,digit,-0.12277101,0.9361552,1.068644,-0.15026768,-0.37397125,0.2845424,2.3989432,0.15246065,0.6820089,-1.2384217
16,digit,-0.3952821,5.443196,-1.073342,0.31344402,-0.6604453,0.7046328,0.050767645,0.645564,2.4724262,-3.5421348
17,digit,-0.4201406,0.83704376,1.196003,-0.64536446,-0.3497189,0.2931615,0.19704811,-0.39787605,0.7752084,-1.2769291
18,digit,0.20050149,0.90018255,0.16578588,0.7123915,0.034417316,0.3402512,1.4811587,1.3062271,-1.7821747,-0.40013668
19,digit,0.8323712,-1.009741,-0.30405137,-0.5853209,0.17811504,1.3653921,-0.26456913,-0.4270823,2.696443,0.76806617
20,digit,0.89430445,0.6459227,0.7609293,-0.72355497,-0.5569572,0.91858023,-1.0793302,-0.3826901,1.9866984,-1.1024249
21,digit,-0.79480076,-3.6780572,-2.1033363,0.5184056,0.15012136,1.4914284,-0.5119269,0.075154185,1.8180424,-0.8526959
22,digit,0.88385385,-3.858348,-1.2486881,1.7706063,-0.38435844,0.77146906,-1.0867904,2.2467084,-0.23993109,-0.8130175
23,digit,1.3729405,0.47101206,0.5061438,-0.004425327,0.075255774,0.875577,-2.4635468,-0.6466265,1.5874311,-0.31840304
24,digit,1.0195814,0.93404144,0.12869488,0.41356182,0.4481022,-0.39675382,1.0521175,0.633369,-2.5570424,0.11953408
25,punct,-0.008768364,0.01377638,0.0071285763,0.007656947,0.028155489,0.009200596,0.03393839,-0.013481983,-0.020641463,0.016267832
26,punct,-0.0118410755,0.012586314,0.00020122889,0.028006554,-0.025229285,-0.031725753,-0.01939607,0.010298223,0.0037660066,-0.004151624
27,punct,-0.010349369,-0.022692986,0.0298231,0.01911819,-0.012454149,0.013784244,-0.00024109255,-0.02065326,-0.011581286,0.022220718
28,punct,0.0035416344,-0.005478761,-0.007967285,0.0027106046,-0.0011732775,-0.003555127,-0.015899682,0.028181078,-0.039231732,0.00010749053
29,punct,-0.9579089,-2.8201082,-1.5582671,1.1115999,-0.40237093,-0.7685568,0.9280936,0.006161103,1.6519755,-0.2984425
30,punct,0.001472041,-0.030963724,0.018081933,-0.027706143,0.002228003,-0.023280399,0.006684489,0.010110754,-7.91146e-05,-0.02396536
31,punct,-0.009181102,-0.018156886,-0.0021228543,-0.004802993,-0.027509749,-0.03370089,-0.026670236,-0.008396522,0.005556164,-0.016486866
32,letter,0.9931287,-4.5134125,-0.15784949,1.0830855,0.30222037,1.532288,-0.8719022,-2.9179733,1.3382646,2.7308183
33,letter,0.301935,0.5274624,-2.2644546,-1.4207307,0.40547606,-0.23516113,-0.18315092,1.9954374,1.8209822,0.57238245
34,letter,-0.39647207,0.42351454,-1.4473628,-0.7029812,-0.5937208,-1.2142006,0.22607636,2.7018728,1.3271112,-0.26323938
35,letter,-0.9213301,1.1370398,-3.8500574,1.0078055,-0.56776315,-0.34064174,-0.019824753,4.612886,-0.3609824,0.21731082
36,letter,1.9507356,-0.6237762,0.63295215,-2.220383,-0.36538342,0.29867414,0.55473125,-1.7521212,-1.4353068,2.7906504
37,letter,-1.5041606,1.7099142,-0.4470394,-1.4832398,-0.95238775,0.40568745,1.557034,-1.5049317,-1.8889773,-1.9154469
38,letter,-0.29068184,1.0493075,-3.3321524,-1.3067019,-0.16984129,-0.24411026,-0.26431626,-0.3042208,1.0044525,-0.10233742
39,letter,-0.4905183,-0.4667187,1.1020854,1.1968024,0.14215815,-1.4956213,0.028311986,2.747513,-1.1541214,-0.65873015
40,letter,0.22385357,0.13644946,1.4266055,1.2376989,0.8282897,-1.7476029,0.06167163,1.8702376,0.017872231,2.7138088
41,letter,-0.38234764,-0.6027498,2.53143,1.3916609,-1.0702504,-0.29821804,0.8633603,-4.2518935,-0.3430663,-1.0511519
42,letter,-1.1549314,1.2300714,2.1232607,-0.21592961,0.5615645,0.39323306,-0.79902947,0.9114278,1.4073212,1.4442658
43,letter,-0.36170346,0.5864011,-0.38841313,-0.10029328,-0.69563764,0.37700412,0.6029921,-0.16706975,-1.7038198,4.3164287
44,letter,-0.44787884,0.7495403,2.307462,1.4100217,-0.7260555,0.7889495,0.5276306,-3.4778502,-1.0351925,-0.35091135
45,letter,0.23727728,1.3475612,-2.9271278,-2.2421765,0.49683443,1.0718963,-1.274801,0.96704847,0.9901589,3.4191813
46,letter,0.26520124,2.2193117,-0.08016028,-3.758948,-0.19593687,0.5204281,-1.5062423,-0.57960224,-0.8495569,2.8247385
47,letter,-0.034403205,-0.18063389,1.7160571,1.8034755,-0.30071694,0.63907105,-0.081297494,-2.9549863,-2.1822312,0.22298399
48,letter,0.23688394,0.06849936,-0.29880825,1.924534,-1.8079145,2.107361,0.3965055,-2.8704712,-0.11980409,1.9313642
49,letter,0.1474069,1.3501606,2.9456513,1.728974,0.35339108,0.64279383,0.05548684,-3.779537,-0.3675844,-2.7785265
50,letter,0.2730104,0.01171211,-1.5135256,-0.6216678,0.058550097,1.1367502,0.92224866,2.1311023,0.6006511,0.5003612
51,letter,0.46494815,1.1298591,0.2809041,-0.4524065,0.3072645,0.8733127,0.2784542,-1.5765659,-0.012036856,-1.7330372
52,letter,0.090400435,-2.4316986,5.9413486,1.211189,-0.17524093,0.33317888,0.2906096,-4.1549616,-1.4948001,-1.1537015
53,letter,0.24466117,1.1170704,-4.137955,-2.8425746,-0.4945558,0.371067,0.22433832,1.645227,1.711374,-0.32681444
54,letter,-0.369117,-0.1353979,1.1528543,0.9676793,-0.822474,0.76530945,0.41524827,-2.0074797,-0.19171931,0.028355489
55,letter,-0.23576528,0.35475782,-0.5376355,2.216736,1.0151914,0.1456661,-2.1735811,3.0752864,-4.0293627,-2.035278
56,letter,0.44622827,-1.9829085,-1.8035225,0.56248724,0.003869725,-0.33771348,0.08681081,1.5579585,2.2672846,0.8713012
57,letter,1.9931761,-1.1220535,1.0504916,-4.3144126,1.0192512,-0.3531099,-1.1448784,0.015967503,2.7978668,1.8949153
58,punct,-0.014475431,0.022213867,-0.027348608,-0.0068440493,-0.009444434,-0.003485981,-0.0063584168,0.0003514693,0.009080931,0.0005680706
59,punct,-0.029012773,0.015431172,-0.01749374,0.0049456907,-0.0044994997,-0.00992188,0.017728673,-0.007315868,0.009551631,-0.006774454
60,punct,-0.0026052638,-0.026883835,0.0011562256,0.009870365,0.036021266,-0.0038193737,0.0020562252,0.01382323,-0.04400332,-0.014364153
61,punct,-0.01074774,-0.009685757,0.0009822916,0.0028858494,-0.008455985,-0.01636614,-0.012145171,-0.03474145,-0.00976776,0.022597257
62,punct,-0.017574241,-0.008859269,0.010975727,0.027000679,-0.035923906,-0.008725072,-0.011631457,-0.021630535,-0.001964002,-0.025107384
63,punct,-1.1865616,-1.6594473,-3.7807,-2.7085092,2.334714,4.4209404,-2.5344143,1.0624425,-3.1382313,5.8747787
64,letter,-0.4987313,1.5917187,-4.7139688,0.007551484,0.37913838,-0.36773553,0.22129895,2.6455646,0.631354,-0.22891226
65,letter,-0.7064989,-0.24012575,3.4789615,0.35515028,-0.6763268,-0.5206665,0.069569014,0.44847298,0.99527436,0.7176542
66,letter,-0.4669438,1.5337976,4.9894457,-1.614854,-0.34672797,-0.17322437,0.05072757,1.0697105,1.5131415,4.5724754
67,letter,0.70363605,1.3283119,-2.7245855,-0.44656938,-0.9543658,0.04019067,1.7758696,0.93953866,3.1495872,-2.8068726
68,letter,-0.67823917,0.31660613,1.8680527,-0.12227604,0.6084995,-0.8663688,0.39189067,5.9500527,0.07013484,4.603745
69,letter,-0.14859594,-1.009512,2.1337922,-0.2558055,-0.9983424,0.051257644,-0.6813622,0.28450963,0.52444386,1.7750888
70,letter,1.8862628,-0.10510655,-3.2016723,1.4843559,-0.4503092,-0.34593436,1.2153494,2.3551214,1.4940188,-1.4514449
71,letter,-0.95341855,-3.4505298,1.9886252,1.1142223,-0.9687925,-0.5303042,-0.52565396,-3.138507,-2.4435306,2.5393198
72,letter,-0.70329064,-0.16708349,6.2308664,1.5889763,-0.37677535,-0.8125835,0.7054185,-1.0875735,-0.9718893,0.5068229
73,letter,0.39242163,-0.9054986,0.8044065,0.16739637,-0.095561795,0.5138156,0.6974433,-2.028053,-0.47825518,0.91655934
74,letter,1.9010473,-0.60121244,3.0622764,3.2613628,-0.015192643,-1.4850702,-0.38490057,-0.17317198,-2.1387281,-3.0761685
75,letter,0.62283033,0.12347164,-4.7462416,-0.9941451,-0.7445358,0.7778163,1.0258931,-0.34773946,-0.09587841,-2.8234448
76,letter,0.045976494,-1.9426204,0.58554095,1.7932512,0.6810106,0.29083118,-1.3686395,-2.3218446,-1.2477086,-3.4135883
77,letter,-0.49615514,1.2274275,-3.2229984,-0.8007157,-0.48651686,-0.52386576,0.7193401,-0.14248389,0.18997157,-2.4879127
78,letter,-1.2225976,3.2766356,2.6417644,-2.8689096,1.2329391,-0.51738065,-1.0934432,0.33324137,2.0566392,-0.7386044
79,letter,0.018311111,2.3656406,4.9760365,-1.3866813,-1.3219023,-0.5300326,1.5854867,-0.32422605,0.4172595,3.0707707
80,letter,0.24369834,0.14038864,3.05946,1.0569088,-1.8599048,-0.9678596,-0.28321642,-0.55872107,0.13500606,0.22622962
81,letter,0.27902153,1.1934838,3.4700146,-0.8971408,-0.46576658,0.092502385,0.5910706,-3.4715579,-0.06949055,-0.70803505
82,letter,-0.48485118,-0.24275748,0.26550165,0.12154189,-0.3498529,-0.609385,-0.26149926,-0.78957576,0.054927386,-0.8453069
83,letter,-0.23995681,-0.25036505,-1.3587035,-0.6590183,-0.33438247,1.6044463,-2.0302415,-0.38082984,-1.2417285,-3.0582457
84,letter,-0.43645048,-3.8857763,5.319323,3.5334187,-0.3608281,-1.9633511,0.9414969,0.17364673,-2.305703,0.09769145
85,letter,0.8822228,-1.2116945,2.5737572,-0.47605634,0.30664966,1.3940368,0.053587038,-3.2828133,0.8778956,0.7336118
86,letter,-0.79200387,0.103001446,0.3271926,-1.3629346,0.021810355,0.3221154,-0.104975626,-1.1374923,0.74321705,-4.918291
87,letter,0.75002337,-0.4075666,-0.47093162,-1.4178855,-1.4823995,0.26140139,-2.0218194,-0.41115585,0.7308431,1.0538675
88,letter,-0.28737542,-0.09511687,-5.2008014,1.4985579,0.19589968,-0.060491417,0.2337943,2.8058176,0.09311374,-0.13898624
89,letter,0.6060228,-1.0760319,0.77697396,4.4754205,0.2490696,-1.8081312,-0.75433993,0.71929747,-3.4728281,-2.1593058
90,punct,-0.018965056,-0.014846074,0.0073232763,0.026818806,0.012817717,-0.03855349,-0.030137314,0.0016031181,-0.0022766788,0.01889296
91,punct,-0.04049214,0.003160367,-0.036647793,-0.0077977935,0.012220663,0.0156737,0.007931466,-0.04193328,-0.004032929,0.015804749
92,punct,-0.020256368,0.020308642,0.0071297684,-0.017281894,0.007125122,-0.0016902948,-0.018418822,0.020361261,-0.034363553,0.009135124
